"No.","Time","Source","Destination","Protocol","Length","Info"
"491","71.830937","192.168.1.60","18.66.12.117","TCP","54","58038  >  443 [ACK] Seq=1594 Ack=51371 Win=132352 Len=0"
"492","71.832022","18.66.12.117","192.168.1.60","TCP","1494","443  >  58038 [ACK] Seq=51371 Ack=1594 Win=68608 Len=1440 [TCP segment of a reassembled PDU]"
"493","71.832047","192.168.1.60","18.66.12.117","TCP","54","58038  >  443 [ACK] Seq=1594 Ack=52811 Win=132352 Len=0"
"494","71.832161","18.66.12.117","192.168.1.60","TLSv1.3","1494","Application Data"
"495","71.833167","18.66.12.117","192.168.1.60","TCP","1494","443  >  58038 [ACK] Seq=54251 Ack=1594 Win=68608 Len=1440 [TCP segment of a reassembled PDU]"
"496","71.833167","18.66.12.117","192.168.1.60","TLSv1.3","1494","Application Data"
"497","71.833207","192.168.1.60","18.66.12.117","TCP","54","58038  >  443 [ACK] Seq=1594 Ack=57131 Win=132352 Len=0"
"498","71.835300","18.66.12.117","192.168.1.60","TCP","1494","443  >  58038 [ACK] Seq=57131 Ack=1594 Win=68608 Len=1440 [TCP segment of a reassembled PDU]"
"499","71.835300","18.66.12.117","192.168.1.60","TCP","1494","443  >  58038 [PSH, ACK] Seq=58571 Ack=1594 Win=68608 Len=1440 [TCP segment of a reassembled PDU]"
"500","71.835350","192.168.1.60","18.66.12.117","TCP","54","58038  >  443 [ACK] Seq=1594 Ack=60011 Win=132352 Len=0"
"501","71.836124","18.66.12.117","192.168.1.60","TCP","1494","443  >  58038 [ACK] Seq=60011 Ack=1594 Win=68608 Len=1440 [TCP segment of a reassembled PDU]"
"502","71.836124","18.66.12.117","192.168.1.60","TCP","1494","443  >  58038 [PSH, ACK] Seq=61451 Ack=1594 Win=68608 Len=1440 [TCP segment of a reassembled PDU]"
"503","71.836166","192.168.1.60","18.66.12.117","TCP","54","58038  >  443 [ACK] Seq=1594 Ack=62891 Win=132352 Len=0"
"504","71.837243","18.66.12.117","192.168.1.60","TCP","1494","443  >  58038 [ACK] Seq=62891 Ack=1594 Win=68608 Len=1440 [TCP segment of a reassembled PDU]"
"505","71.837264","192.168.1.60","18.66.12.117","TCP","54","58038  >  443 [ACK] Seq=1594 Ack=64331 Win=132352 Len=0"
"506","71.838474","18.66.12.117","192.168.1.60","TCP","1494","443  >  58038 [PSH, ACK] Seq=64331 Ack=1594 Win=68608 Len=1440 [TCP segment of a reassembled PDU]"
"507","71.838474","18.66.12.117","192.168.1.60","TCP","1494","443  >  58038 [ACK] Seq=65771 Ack=1594 Win=68608 Len=1440 [TCP segment of a reassembled PDU]"
"508","71.838510","192.168.1.60","18.66.12.117","TCP","54","58038  >  443 [ACK] Seq=1594 Ack=67211 Win=132352 Len=0"
"509","71.838626","18.66.12.117","192.168.1.60","TLSv1.3","283","Application Data"
"510","71.853773","18.66.12.117","192.168.1.60","TCP","1494","443  >  58038 [ACK] Seq=67440 Ack=1594 Win=68608 Len=1440 [TCP segment of a reassembled PDU]"
"511","71.853864","192.168.1.60","18.66.12.117","TCP","54","58038  >  443 [ACK] Seq=1594 Ack=68880 Win=132352 Len=0"
"512","71.854504","18.66.12.117","192.168.1.60","TCP","1494","443  >  58038 [PSH, ACK] Seq=68880 Ack=1594 Win=68608 Len=1440 [TCP segment of a reassembled PDU]"
"513","71.854504","18.66.12.117","192.168.1.60","TCP","1494","443  >  58038 [ACK] Seq=70320 Ack=1594 Win=68608 Len=1440 [TCP segment of a reassembled PDU]"
"514","71.854567","192.168.1.60","18.66.12.117","TCP","54","58038  >  443 [ACK] Seq=1594 Ack=71760 Win=132352 Len=0"
"515","71.854631","18.66.12.117","192.168.1.60","TCP","1494","443  >  58038 [PSH, ACK] Seq=71760 Ack=1594 Win=68608 Len=1440 [TCP segment of a reassembled PDU]"
"516","71.856089","18.66.12.117","192.168.1.60","TLSv1.3","1111","Application Data"
"517","71.856089","18.66.12.117","192.168.1.60","TCP","1494","443  >  58038 [ACK] Seq=74257 Ack=1594 Win=68608 Len=1440 [TCP segment of a reassembled PDU]"
"518","71.856120","192.168.1.60","18.66.12.117","TCP","54","58038  >  443 [ACK] Seq=1594 Ack=75697 Win=132352 Len=0"
"519","71.856157","18.66.12.117","192.168.1.60","TCP","1494","443  >  58038 [PSH, ACK] Seq=75697 Ack=1594 Win=68608 Len=1440 [TCP segment of a reassembled PDU]"
"520","71.856171","192.168.1.60","18.66.12.117","TCP","54","58038  >  443 [ACK] Seq=1594 Ack=77137 Win=132352 Len=0"
"521","71.857435","18.66.12.117","192.168.1.60","TCP","1494","443  >  58038 [ACK] Seq=77137 Ack=1594 Win=68608 Len=1440 [TCP segment of a reassembled PDU]"
"522","71.857435","18.66.12.117","192.168.1.60","TCP","1494","443  >  58038 [PSH, ACK] Seq=78577 Ack=1594 Win=68608 Len=1440 [TCP segment of a reassembled PDU]"
"523","71.857461","192.168.1.60","18.66.12.117","TCP","54","58038  >  443 [ACK] Seq=1594 Ack=80017 Win=132352 Len=0"
"524","71.858618","18.66.12.117","192.168.1.60","TLSv1.3","1494","Application Data"
"525","71.858618","18.66.12.117","192.168.1.60","TCP","1494","443  >  58038 [PSH, ACK] Seq=81457 Ack=1594 Win=68608 Len=1440 [TCP segment of a reassembled PDU]"
"526","71.858657","192.168.1.60","18.66.12.117","TCP","54","58038  >  443 [ACK] Seq=1594 Ack=82897 Win=132352 Len=0"
"527","71.859730","18.66.12.117","192.168.1.60","TLSv1.3","1494","Application Data"
"528","71.859894","18.66.12.117","192.168.1.60","TCP","1494","443  >  58038 [PSH, ACK] Seq=84337 Ack=1594 Win=68608 Len=1440 [TCP segment of a reassembled PDU]"
"529","71.859916","192.168.1.60","18.66.12.117","TCP","54","58038  >  443 [ACK] Seq=1594 Ack=85777 Win=132352 Len=0"
"530","71.862759","18.66.12.117","192.168.1.60","TCP","1494","443  >  58038 [ACK] Seq=85777 Ack=1594 Win=68608 Len=1440 [TCP segment of a reassembled PDU]"
"531","71.863307","18.66.12.117","192.168.1.60","TCP","1494","443  >  58038 [PSH, ACK] Seq=87217 Ack=1594 Win=68608 Len=1440 [TCP segment of a reassembled PDU]"
"532","71.863307","18.66.12.117","192.168.1.60","TCP","1494","443  >  58038 [ACK] Seq=88657 Ack=1594 Win=68608 Len=1440 [TCP segment of a reassembled PDU]"
"533","71.863344","192.168.1.60","18.66.12.117","TCP","54","58038  >  443 [ACK] Seq=1594 Ack=90097 Win=132352 Len=0"
"534","71.863410","18.66.12.117","192.168.1.60","TLSv1.3","1494","Application Data"
"535","71.863410","18.66.12.117","192.168.1.60","TCP","1494","443  >  58038 [ACK] Seq=91537 Ack=1594 Win=68608 Len=1440 [TCP segment of a reassembled PDU]"
"536","71.863443","192.168.1.60","18.66.12.117","TCP","54","58038  >  443 [ACK] Seq=1594 Ack=92977 Win=132352 Len=0"
"537","71.864666","18.66.12.117","192.168.1.60","TCP","1494","443  >  58038 [PSH, ACK] Seq=92977 Ack=1594 Win=68608 Len=1440 [TCP segment of a reassembled PDU]"
"538","71.864688","192.168.1.60","18.66.12.117","TCP","54","58038  >  443 [ACK] Seq=1594 Ack=94417 Win=132352 Len=0"
"539","71.864780","18.66.12.117","192.168.1.60","TLSv1.3","1494","Application Data"
"540","71.865817","18.66.12.117","192.168.1.60","TCP","1494","443  >  58038 [PSH, ACK] Seq=95857 Ack=1594 Win=68608 Len=1440 [TCP segment of a reassembled PDU]"
"541","71.865817","18.66.12.117","192.168.1.60","TCP","1494","443  >  58038 [ACK] Seq=97297 Ack=1594 Win=68608 Len=1440 [TCP segment of a reassembled PDU]"
"542","71.865861","192.168.1.60","18.66.12.117","TCP","54","58038  >  443 [ACK] Seq=1594 Ack=98737 Win=132352 Len=0"
"543","71.865933","18.66.12.117","192.168.1.60","TCP","1494","443  >  58038 [PSH, ACK] Seq=98737 Ack=1594 Win=68608 Len=1440 [TCP segment of a reassembled PDU]"
"544","71.865953","192.168.1.60","18.66.12.117","TCP","54","58038  >  443 [ACK] Seq=1594 Ack=100177 Win=132352 Len=0"
"545","71.867314","18.66.12.117","192.168.1.60","TCP","1494","443  >  58038 [ACK] Seq=100177 Ack=1594 Win=68608 Len=1440 [TCP segment of a reassembled PDU]"
"546","71.867314","18.66.12.117","192.168.1.60","TLSv1.3","1494","Application Data"
"547","71.867340","192.168.1.60","18.66.12.117","TCP","54","58038  >  443 [ACK] Seq=1594 Ack=103057 Win=132352 Len=0"
"548","71.868465","18.66.12.117","192.168.1.60","TCP","1494","443  >  58038 [ACK] Seq=103057 Ack=1594 Win=68608 Len=1440 [TCP segment of a reassembled PDU]"
"549","71.868516","18.66.12.117","192.168.1.60","TCP","1494","443  >  58038 [PSH, ACK] Seq=104497 Ack=1594 Win=68608 Len=1440 [TCP segment of a reassembled PDU]"
"550","71.868540","192.168.1.60","18.66.12.117","TCP","54","58038  >  443 [ACK] Seq=1594 Ack=105937 Win=132352 Len=0"
"551","71.869751","18.66.12.117","192.168.1.60","TLSv1.3","1494","Application Data"
"552","71.869751","18.66.12.117","192.168.1.60","TCP","1494","443  >  58038 [PSH, ACK] Seq=107377 Ack=1594 Win=68608 Len=1440 [TCP segment of a reassembled PDU]"
"553","71.869751","18.66.12.117","192.168.1.60","TCP","1494","443  >  58038 [ACK] Seq=108817 Ack=1594 Win=68608 Len=1440 [TCP segment of a reassembled PDU]"
"554","71.869825","192.168.1.60","18.66.12.117","TCP","54","58038  >  443 [ACK] Seq=1594 Ack=110257 Win=132352 Len=0"
"555","71.869890","18.66.12.117","192.168.1.60","TCP","1494","443  >  58038 [PSH, ACK] Seq=110257 Ack=1594 Win=68608 Len=1440 [TCP segment of a reassembled PDU]"
"556","71.869907","192.168.1.60","18.66.12.117","TCP","54","58038  >  443 [ACK] Seq=1594 Ack=111697 Win=132352 Len=0"
"557","71.871188","18.66.12.117","192.168.1.60","TCP","1494","443  >  58038 [ACK] Seq=111697 Ack=1594 Win=68608 Len=1440 [TCP segment of a reassembled PDU]"
"558","71.871301","18.66.12.117","192.168.1.60","TLSv1.3","1494","Application Data"
"559","71.871335","192.168.1.60","18.66.12.117","TCP","54","58038  >  443 [ACK] Seq=1594 Ack=114577 Win=132352 Len=0"
"560","71.872400","18.66.12.117","192.168.1.60","TCP","1494","443  >  58038 [ACK] Seq=114577 Ack=1594 Win=68608 Len=1440 [TCP segment of a reassembled PDU]"
"561","71.872400","18.66.12.117","192.168.1.60","TLSv1.3","1494","Application Data"
"562","71.872450","192.168.1.60","18.66.12.117","TCP","54","58038  >  443 [ACK] Seq=1594 Ack=117457 Win=132352 Len=0"
"563","71.873418","18.66.12.117","192.168.1.60","TCP","1494","443  >  58038 [ACK] Seq=117457 Ack=1594 Win=68608 Len=1440 [TCP segment of a reassembled PDU]"
"564","71.873459","18.66.12.117","192.168.1.60","TCP","1494","443  >  58038 [PSH, ACK] Seq=118897 Ack=1594 Win=68608 Len=1440 [TCP segment of a reassembled PDU]"
"565","71.873459","18.66.12.117","192.168.1.60","TCP","1494","443  >  58038 [ACK] Seq=120337 Ack=1594 Win=68608 Len=1440 [TCP segment of a reassembled PDU]"
"566","71.873477","192.168.1.60","18.66.12.117","TCP","54","58038  >  443 [ACK] Seq=1594 Ack=121777 Win=132352 Len=0"
"567","71.873515","18.66.12.117","192.168.1.60","TCP","1494","443  >  58038 [PSH, ACK] Seq=121777 Ack=1594 Win=68608 Len=1440 [TCP segment of a reassembled PDU]"
"568","71.873515","18.66.12.117","192.168.1.60","TCP","1494","443  >  58038 [ACK] Seq=123217 Ack=1594 Win=68608 Len=1440 [TCP segment of a reassembled PDU]"
"569","71.873539","192.168.1.60","18.66.12.117","TCP","54","58038  >  443 [ACK] Seq=1594 Ack=124657 Win=132352 Len=0"
"570","71.875633","18.66.12.117","192.168.1.60","TLSv1.3","1494","Application Data"
"571","71.875633","18.66.12.117","192.168.1.60","TCP","1494","443  >  58038 [ACK] Seq=126097 Ack=1594 Win=68608 Len=1440 [TCP segment of a reassembled PDU]"
"572","71.875633","18.66.12.117","192.168.1.60","TCP","1494","443  >  58038 [PSH, ACK] Seq=127537 Ack=1594 Win=68608 Len=1440 [TCP segment of a reassembled PDU]"
"573","71.875701","192.168.1.60","18.66.12.117","TCP","54","58038  >  443 [ACK] Seq=1594 Ack=128977 Win=132352 Len=0"
"574","71.876252","18.66.12.117","192.168.1.60","TLSv1.3","816","Application Data"
"575","71.887327","Technico_ee:61:2a","Broadcast","ARP","42","Who has 192.168.1.19? Tell 192.168.1.1"
"576","71.917163","192.168.1.60","18.66.12.117","TCP","54","58038  >  443 [ACK] Seq=1594 Ack=129739 Win=131584 Len=0"
"577","71.982228","18.66.12.117","192.168.1.60","TLSv1.3","369","Application Data"
"578","72.025358","192.168.1.60","18.66.12.117","TCP","54","58038  >  443 [ACK] Seq=1594 Ack=130054 Win=131328 Len=0"
"579","72.036159","18.66.12.117","192.168.1.60","TLSv1.3","348","Application Data"
"580","72.050121","18.66.12.117","192.168.1.60","TLSv1.3","554","Application Data"
"581","72.050177","192.168.1.60","18.66.12.117","TCP","54","58038  >  443 [ACK] Seq=1594 Ack=130848 Win=132352 Len=0"
"582","72.195302","192.168.1.59","224.0.0.251","MDNS","288","Standard query response 0x0000 PTR, cache flush Android.local PTR, cache flush Android.local A, cache flush 192.168.1.59 AAAA, cache flush fe80::cc2a:47ff:fefd:3458 NSEC, cache flush 59.1.168.192.in-addr.arpa NSEC, cache flush 8.5.4.3.D.F.E.F.F.F.7.4.A.2.C.C.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush Android.local"
"583","72.195302","fe80::cc2a:47ff:fefd:3458","ff02::fb","MDNS","308","Standard query response 0x0000 PTR, cache flush Android.local PTR, cache flush Android.local A, cache flush 192.168.1.59 AAAA, cache flush fe80::cc2a:47ff:fefd:3458 NSEC, cache flush 59.1.168.192.in-addr.arpa NSEC, cache flush 8.5.4.3.D.F.E.F.F.F.7.4.A.2.C.C.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush Android.local"
"584","72.303771","18.66.12.117","192.168.1.60","TLSv1.3","1190","Application Data"
"585","72.303771","18.66.12.117","192.168.1.60","TCP","1494","443  >  58038 [ACK] Seq=131984 Ack=1594 Win=68608 Len=1440 [TCP segment of a reassembled PDU]"
"586","72.303839","192.168.1.60","18.66.12.117","TCP","54","58038  >  443 [ACK] Seq=1594 Ack=133424 Win=132352 Len=0"
"587","72.303903","18.66.12.117","192.168.1.60","TCP","1494","443  >  58038 [ACK] Seq=133424 Ack=1594 Win=68608 Len=1440 [TCP segment of a reassembled PDU]"
"588","72.304769","18.66.12.117","192.168.1.60","TCP","1494","443  >  58038 [PSH, ACK] Seq=134864 Ack=1594 Win=68608 Len=1440 [TCP segment of a reassembled PDU]"
"589","72.304769","18.66.12.117","192.168.1.60","TCP","1494","443  >  58038 [ACK] Seq=136304 Ack=1594 Win=68608 Len=1440 [TCP segment of a reassembled PDU]"
"590","72.304797","192.168.1.60","18.66.12.117","TCP","54","58038  >  443 [ACK] Seq=1594 Ack=137744 Win=132352 Len=0"
"591","72.305444","18.66.12.117","192.168.1.60","TLSv1.3","1488","Application Data"
"592","72.305444","18.66.12.117","192.168.1.60","TCP","1494","443  >  58038 [ACK] Seq=139178 Ack=1594 Win=68608 Len=1440 [TCP segment of a reassembled PDU]"
"593","72.305495","192.168.1.60","18.66.12.117","TCP","54","58038  >  443 [ACK] Seq=1594 Ack=140618 Win=132352 Len=0"
"594","72.305551","18.66.12.117","192.168.1.60","TLSv1.3","719","Application Data"
"595","72.305551","18.66.12.117","192.168.1.60","TCP","1494","443  >  58038 [ACK] Seq=141283 Ack=1594 Win=68608 Len=1440 [TCP segment of a reassembled PDU]"
"596","72.305577","192.168.1.60","18.66.12.117","TCP","54","58038  >  443 [ACK] Seq=1594 Ack=142723 Win=132352 Len=0"
"597","72.306173","18.66.12.117","192.168.1.60","TCP","1494","443  >  58038 [ACK] Seq=142723 Ack=1594 Win=68608 Len=1440 [TCP segment of a reassembled PDU]"
"598","72.306173","18.66.12.117","192.168.1.60","TCP","1494","443  >  58038 [PSH, ACK] Seq=144163 Ack=1594 Win=68608 Len=1440 [TCP segment of a reassembled PDU]"
"599","72.306223","192.168.1.60","18.66.12.117","TCP","54","58038  >  443 [ACK] Seq=1594 Ack=145603 Win=132352 Len=0"
"600","72.306827","18.66.12.117","192.168.1.60","TLSv1.3","749","Application Data"
"601","72.306827","18.66.12.117","192.168.1.60","TCP","1494","443  >  58038 [ACK] Seq=146298 Ack=1594 Win=68608 Len=1440 [TCP segment of a reassembled PDU]"
"602","72.306868","192.168.1.60","18.66.12.117","TCP","54","58038  >  443 [ACK] Seq=1594 Ack=147738 Win=132352 Len=0"
"603","72.307013","18.66.12.117","192.168.1.60","TCP","1494","443  >  58038 [ACK] Seq=147738 Ack=1594 Win=68608 Len=1440 [TCP segment of a reassembled PDU]"
"604","72.307013","18.66.12.117","192.168.1.60","TCP","1494","443  >  58038 [PSH, ACK] Seq=149178 Ack=1594 Win=68608 Len=1440 [TCP segment of a reassembled PDU]"
"605","72.307036","192.168.1.60","18.66.12.117","TCP","54","58038  >  443 [ACK] Seq=1594 Ack=150618 Win=132352 Len=0"
"606","72.307323","18.66.12.117","192.168.1.60","TCP","1494","443  >  58038 [ACK] Seq=150618 Ack=1594 Win=68608 Len=1440 [TCP segment of a reassembled PDU]"
"607","72.307323","18.66.12.117","192.168.1.60","TCP","1494","443  >  58038 [ACK] Seq=152058 Ack=1594 Win=68608 Len=1440 [TCP segment of a reassembled PDU]"
"608","72.307346","192.168.1.60","18.66.12.117","TCP","54","58038  >  443 [ACK] Seq=1594 Ack=153498 Win=132352 Len=0"
"609","72.307490","18.66.12.117","192.168.1.60","TCP","1494","443  >  58038 [PSH, ACK] Seq=153498 Ack=1594 Win=68608 Len=1440 [TCP segment of a reassembled PDU]"
"610","72.307509","192.168.1.60","18.66.12.117","TCP","54","58038  >  443 [ACK] Seq=1594 Ack=154938 Win=132352 Len=0"
"611","72.308144","18.66.12.117","192.168.1.60","TLSv1.3","589","Application Data"
"612","72.308285","18.66.12.117","192.168.1.60","TCP","1494","443  >  58038 [ACK] Seq=155473 Ack=1594 Win=68608 Len=1440 [TCP segment of a reassembled PDU]"
"613","72.308285","18.66.12.117","192.168.1.60","TCP","1494","443  >  58038 [ACK] Seq=156913 Ack=1594 Win=68608 Len=1440 [TCP segment of a reassembled PDU]"
"614","72.308314","192.168.1.60","18.66.12.117","TCP","54","58038  >  443 [ACK] Seq=1594 Ack=158353 Win=132352 Len=0"
"615","72.309311","18.66.12.117","192.168.1.60","TCP","1494","443  >  58038 [PSH, ACK] Seq=158353 Ack=1594 Win=68608 Len=1440 [TCP segment of a reassembled PDU]"
"616","72.309337","192.168.1.60","18.66.12.117","TCP","54","58038  >  443 [ACK] Seq=1594 Ack=159793 Win=132352 Len=0"
"617","72.309385","18.66.12.117","192.168.1.60","TCP","1494","443  >  58038 [ACK] Seq=159793 Ack=1594 Win=68608 Len=1440 [TCP segment of a reassembled PDU]"
"618","72.309385","18.66.12.117","192.168.1.60","TCP","1494","443  >  58038 [ACK] Seq=161233 Ack=1594 Win=68608 Len=1440 [TCP segment of a reassembled PDU]"
"619","72.309385","18.66.12.117","192.168.1.60","TCP","1494","443  >  58038 [PSH, ACK] Seq=162673 Ack=1594 Win=68608 Len=1440 [TCP segment of a reassembled PDU]"
"620","72.309385","18.66.12.117","192.168.1.60","TLSv1.3","1494","Application Data"
"621","72.309418","192.168.1.60","18.66.12.117","TCP","54","58038  >  443 [ACK] Seq=1594 Ack=165553 Win=132352 Len=0"
"622","72.309893","18.66.12.117","192.168.1.60","TCP","1494","443  >  58038 [ACK] Seq=165553 Ack=1594 Win=68608 Len=1440 [TCP segment of a reassembled PDU]"
"623","72.309893","18.66.12.117","192.168.1.60","TCP","1494","443  >  58038 [PSH, ACK] Seq=166993 Ack=1594 Win=68608 Len=1440 [TCP segment of a reassembled PDU]"
"624","72.309916","192.168.1.60","18.66.12.117","TCP","54","58038  >  443 [ACK] Seq=1594 Ack=168433 Win=132352 Len=0"
"625","72.309967","18.66.12.117","192.168.1.60","TCP","1494","443  >  58038 [ACK] Seq=168433 Ack=1594 Win=68608 Len=1440 [TCP segment of a reassembled PDU]"
"626","72.309967","18.66.12.117","192.168.1.60","TCP","1494","443  >  58038 [ACK] Seq=169873 Ack=1594 Win=68608 Len=1440 [TCP segment of a reassembled PDU]"
"627","72.309967","18.66.12.117","192.168.1.60","TLSv1.3","1494","Application Data"
"628","72.310005","192.168.1.60","18.66.12.117","TCP","54","58038  >  443 [ACK] Seq=1594 Ack=172753 Win=132352 Len=0"
"629","72.311044","18.66.12.117","192.168.1.60","TCP","1494","443  >  58038 [ACK] Seq=172753 Ack=1594 Win=68608 Len=1440 [TCP segment of a reassembled PDU]"
"630","72.311086","192.168.1.60","18.66.12.117","TCP","54","58038  >  443 [ACK] Seq=1594 Ack=174193 Win=132352 Len=0"
"631","72.311374","18.66.12.117","192.168.1.60","TCP","1494","443  >  58038 [ACK] Seq=174193 Ack=1594 Win=68608 Len=1440 [TCP segment of a reassembled PDU]"
"632","72.311374","18.66.12.117","192.168.1.60","TLSv1.3","1494","Application Data"
"633","72.311398","192.168.1.60","18.66.12.117","TCP","54","58038  >  443 [ACK] Seq=1594 Ack=177073 Win=132352 Len=0"
"634","72.311533","18.66.12.117","192.168.1.60","TCP","1494","443  >  58038 [ACK] Seq=177073 Ack=1594 Win=68608 Len=1440 [TCP segment of a reassembled PDU]"
"635","72.311533","18.66.12.117","192.168.1.60","TLSv1.3","1494","Application Data"
"636","72.311554","192.168.1.60","18.66.12.117","TCP","54","58038  >  443 [ACK] Seq=1594 Ack=179953 Win=132352 Len=0"
"637","72.312040","18.66.12.117","192.168.1.60","TCP","1494","443  >  58038 [PSH, ACK] Seq=179953 Ack=1594 Win=68608 Len=1440 [TCP segment of a reassembled PDU]"
"638","72.312040","18.66.12.117","192.168.1.60","TCP","1494","443  >  58038 [ACK] Seq=181393 Ack=1594 Win=68608 Len=1440 [TCP segment of a reassembled PDU]"
"639","72.312067","192.168.1.60","18.66.12.117","TCP","54","58038  >  443 [ACK] Seq=1594 Ack=182833 Win=132352 Len=0"
"640","72.312099","18.66.12.117","192.168.1.60","TCP","1494","443  >  58038 [ACK] Seq=182833 Ack=1594 Win=68608 Len=1440 [TCP segment of a reassembled PDU]"
"641","72.312900","18.66.12.117","192.168.1.60","TLSv1.3","1172","Application Data"
"642","72.312917","192.168.1.60","18.66.12.117","TCP","54","58038  >  443 [ACK] Seq=1594 Ack=185391 Win=132352 Len=0"
"643","72.333617","18.66.12.117","192.168.1.60","TCP","1494","443  >  58038 [ACK] Seq=185391 Ack=1594 Win=68608 Len=1440 [TCP segment of a reassembled PDU]"
"644","72.333617","18.66.12.117","192.168.1.60","TCP","1494","443  >  58038 [ACK] Seq=186831 Ack=1594 Win=68608 Len=1440 [TCP segment of a reassembled PDU]"
"645","72.333679","192.168.1.60","18.66.12.117","TCP","54","58038  >  443 [ACK] Seq=1594 Ack=188271 Win=132352 Len=0"
"646","72.333744","18.66.12.117","192.168.1.60","TCP","1494","443  >  58038 [PSH, ACK] Seq=188271 Ack=1594 Win=68608 Len=1440 [TCP segment of a reassembled PDU]"
"647","72.333744","18.66.12.117","192.168.1.60","TCP","1494","443  >  58038 [ACK] Seq=189711 Ack=1594 Win=68608 Len=1440 [TCP segment of a reassembled PDU]"
"648","72.333762","192.168.1.60","18.66.12.117","TCP","54","58038  >  443 [ACK] Seq=1594 Ack=191151 Win=132352 Len=0"
"649","72.335092","18.66.12.117","192.168.1.60","TCP","1494","443  >  58038 [ACK] Seq=191151 Ack=1594 Win=68608 Len=1440 [TCP segment of a reassembled PDU]"
"650","72.335092","18.66.12.117","192.168.1.60","TCP","1494","443  >  58038 [PSH, ACK] Seq=192591 Ack=1594 Win=68608 Len=1440 [TCP segment of a reassembled PDU]"
"651","72.335117","192.168.1.60","18.66.12.117","TCP","54","58038  >  443 [ACK] Seq=1594 Ack=194031 Win=132352 Len=0"
"652","72.335153","18.66.12.117","192.168.1.60","TCP","1494","443  >  58038 [ACK] Seq=194031 Ack=1594 Win=68608 Len=1440 [TCP segment of a reassembled PDU]"
"653","72.335153","18.66.12.117","192.168.1.60","TLSv1.3","1283","Application Data"
"654","72.335174","192.168.1.60","18.66.12.117","TCP","54","58038  >  443 [ACK] Seq=1594 Ack=196700 Win=132352 Len=0"
"655","72.809447","Technico_ee:61:2a","Broadcast","ARP","42","Who has 192.168.1.19? Tell 192.168.1.1"
"656","73.730996","Technico_ee:61:2a","Broadcast","ARP","42","Who has 192.168.1.19? Tell 192.168.1.1"
"657","73.774054","18.66.12.117","192.168.1.60","TLSv1.3","294","Application Data"
"658","73.780978","18.66.12.117","192.168.1.60","TLSv1.3","356","Application Data"
"659","73.781033","192.168.1.60","18.66.12.117","TCP","54","58038  >  443 [ACK] Seq=1594 Ack=197242 Win=131840 Len=0"
"660","73.783341","18.66.12.117","192.168.1.60","TLSv1.3","330","Application Data"
"661","73.783341","18.66.12.117","192.168.1.60","TLSv1.3","1021","Application Data"
"662","73.783398","192.168.1.60","18.66.12.117","TCP","54","58038  >  443 [ACK] Seq=1594 Ack=198485 Win=132352 Len=0"
"663","73.783459","18.66.12.117","192.168.1.60","TCP","1494","443  >  58038 [ACK] Seq=198485 Ack=1594 Win=68608 Len=1440 [TCP segment of a reassembled PDU]"
"664","73.783459","18.66.12.117","192.168.1.60","TLSv1.3","224","Application Data"
"665","73.783459","18.66.12.117","192.168.1.60","TLSv1.3","451","Application Data"
"666","73.783497","192.168.1.60","18.66.12.117","TCP","54","58038  >  443 [ACK] Seq=1594 Ack=200492 Win=132352 Len=0"
"667","73.784803","18.66.12.117","192.168.1.60","TLSv1.3","651","Application Data"
"668","73.784803","18.66.12.117","192.168.1.60","TLSv1.3","406","Application Data"
"669","73.784828","192.168.1.60","18.66.12.117","TCP","54","58038  >  443 [ACK] Seq=1594 Ack=201441 Win=131328 Len=0"
"670","73.786310","18.66.12.117","192.168.1.60","TLSv1.3","539","Application Data"
"671","73.786332","192.168.1.60","18.66.12.117","TCP","54","58038  >  443 [ACK] Seq=1594 Ack=201926 Win=130816 Len=0"
"672","73.803683","18.66.12.117","192.168.1.60","TCP","1494","443  >  58038 [ACK] Seq=201926 Ack=1594 Win=68608 Len=1440 [TCP segment of a reassembled PDU]"
"673","73.803683","18.66.12.117","192.168.1.60","TLSv1.3","351","Application Data"
"674","73.803745","192.168.1.60","18.66.12.117","TCP","54","58038  >  443 [ACK] Seq=1594 Ack=203663 Win=132352 Len=0"
"675","73.811535","18.66.12.117","192.168.1.60","TCP","1494","443  >  58038 [ACK] Seq=203663 Ack=1594 Win=68608 Len=1440 [TCP segment of a reassembled PDU]"
"676","73.812322","18.66.12.117","192.168.1.60","TCP","1494","443  >  58038 [ACK] Seq=205103 Ack=1594 Win=68608 Len=1440 [TCP segment of a reassembled PDU]"
"677","73.812322","18.66.12.117","192.168.1.60","TLSv1.3","191","Application Data"
"678","73.812358","192.168.1.60","18.66.12.117","TCP","54","58038  >  443 [ACK] Seq=1594 Ack=206680 Win=132352 Len=0"
"679","73.812416","18.66.12.117","192.168.1.60","TCP","1494","443  >  58038 [ACK] Seq=206680 Ack=1594 Win=68608 Len=1440 [TCP segment of a reassembled PDU]"
"680","73.812416","18.66.12.117","192.168.1.60","TCP","1494","443  >  58038 [ACK] Seq=208120 Ack=1594 Win=68608 Len=1440 [TCP segment of a reassembled PDU]"
"681","73.812434","192.168.1.60","18.66.12.117","TCP","54","58038  >  443 [ACK] Seq=1594 Ack=209560 Win=132352 Len=0"
